iter	Logloss
198	0.4368468391
199	0.4362255581
200	0.4358833555
201	0.4353786045
202	0.4348359486
203	0.4344765497
204	0.4340005905
205	0.4333775233
206	0.4332426465
207	0.4329264505
208	0.4324983264
209	0.4320230635
210	0.4317216419
211	0.4313704173
212	0.4308233412
213	0.4304676056
214	0.429929158
215	0.4295394837
216	0.4290519291
217	0.4286364298
218	0.4278977409
219	0.4275379786
220	0.4266907828
221	0.426141527
222	0.4257768903
223	0.4252837045
224	0.4248218536
225	0.4243597606
226	0.4237484099
227	0.4233300951
228	0.42290736
229	0.4224304926
230	0.4219380636
231	0.4217263176
232	0.4214290437
233	0.4210181463
234	0.4206190563
235	0.4203212677
236	0.4199066465
237	0.4194964152
238	0.4192518204
239	0.4188092852
240	0.418461179
241	0.4180360219
242	0.4177627261
243	0.4173613351
244	0.4169325147
245	0.4165652442
246	0.4161580101
247	0.4158006396
248	0.4155373649
249	0.415085626
250	0.4146789066
251	0.4141970438
252	0.4138710991
253	0.4134902349
254	0.4131533608
255	0.4126945375
256	0.4123770093
257	0.4120441013
258	0.4116725619
259	0.4113959055
260	0.4109263344
261	0.410413076
262	0.4101136525
263	0.4096910689
264	0.4092146253
265	0.4087492928
266	0.408450051
267	0.4081471761
268	0.4077694605
269	0.4073799073
270	0.4069964696
271	0.4065928081
272	0.4061985319
273	0.4058012584
274	0.4055265094
275	0.4051906949
276	0.4049312652
277	0.4047060467
278	0.4043142228
279	0.4038707794
280	0.4035550678
281	0.4030986362
282	0.4028068421
283	0.4022214678
284	0.4017310975
285	0.4012931037
286	0.4008810861
287	0.4005340092
288	0.4002473922
289	0.3998437306
290	0.3993846954
291	0.3991807302
292	0.3988189092
293	0.398623633
294	0.3983285086
295	0.3979560004
296	0.3974382612
297	0.3970877027
298	0.3967383248
299	0.3963791378
300	0.3959006355
301	0.3955844697
302	0.3950665792
303	0.3948383634
304	0.3944886828
305	0.3943759676
306	0.3940078796
307	0.3938672505
308	0.3934731862
309	0.3930677686
310	0.3927563259
311	0.3925270202
312	0.3922464885
313	0.3918123699
314	0.3915509421
315	0.3913440402
316	0.3908992343
317	0.39056893
318	0.3902240027
319	0.3897404141
320	0.3892973037
321	0.3886663346
322	0.3883537414
323	0.3879740882
324	0.3877947368
325	0.3875666422
326	0.3868721856
327	0.3867116656
328	0.3864870828
329	0.3861515106
330	0.386011275
331	0.3857664684
332	0.3854593549
333	0.3849609012
334	0.3847586617
335	0.3841748919
336	0.3838385627
337	0.383488428
338	0.3832095313
339	0.3829463777
340	0.3827053252
341	0.3821298811
342	0.3818128071
343	0.3814711798
344	0.3812290979
345	0.381017806
346	0.3805911352
347	0.3800848401
348	0.3798057011
349	0.3796144819
350	0.3793829963
351	0.3792088221
352	0.378671192
353	0.3784568423
354	0.3780081613
355	0.3775852143
356	0.3773601169
357	0.377127935
358	0.3769663856
359	0.3766123454
360	0.3765066238
361	0.3763388074
362	0.3760091388
363	0.3757430788
364	0.3755299704
365	0.3752003019
366	0.3750047835
367	0.3746667287
368	0.3743191068
369	0.3741052416
370	0.3738862295
371	0.3737772987
372	0.3733371553
373	0.3730798449
374	0.3727827526
375	0.3724423363
376	0.3722269573
377	0.3719337706
378	0.3716983492
379	0.3714022258
380	0.3709742834
381	0.3706915719
382	0.3704730745
383	0.37022521
384	0.369761694
385	0.3694807688
386	0.3692302401
387	0.3690861899
388	0.3688210381
389	0.3686606998
390	0.3682241894
391	0.3679532551
392	0.3676808372
393	0.3673200456
394	0.3670748756
395	0.3667971293
396	0.3665907421
397	0.3663124811
398	0.3659493583
399	0.3657632253
400	0.3653554159
401	0.3651131524
402	0.3648820605
403	0.3645684378
404	0.3644384959
405	0.3642240857
406	0.363959479
407	0.3637630523
408	0.3633280557
409	0.363197478
410	0.3629892743
411	0.3627876403
412	0.3622689626
413	0.3618567028
414	0.3617216746
415	0.3614095052
416	0.3611844986
417	0.3609894041
418	0.3608710274
419	0.3605338505
420	0.360303576
421	0.3599896809
422	0.359859951
423	0.3597321586
424	0.3595682477
425	0.3592999776
426	0.3591264089
427	0.3588892619
428	0.3585744283
429	0.358430923
430	0.3580807277
431	0.3578356183
432	0.3576830607
433	0.3574231768
434	0.3572258722
435	0.3567177
436	0.3564159757
437	0.3560913934
438	0.3558900621
439	0.3557468899
440	0.3556038993
441	0.3553656321
442	0.355185433
443	0.3549494062
444	0.3544943673
445	0.3542595515
446	0.354111626
447	0.3534432063
448	0.3531489902
449	0.3527485075
450	0.3525147816
451	0.3521528698
452	0.3518773639
453	0.3515503898
454	0.3514720372
455	0.3510302892
456	0.350752997
457	0.3503978063
458	0.350217244
459	0.3501183041
460	0.3497896346
461	0.349467111
462	0.3491206699
463	0.3487064725
464	0.3484758347
465	0.3482180701
466	0.3479474386
467	0.3477151659
468	0.3474663023
469	0.3471321227
470	0.3469203767
471	0.3468273102
472	0.3467227996
473	0.3465887705
474	0.346433367
475	0.3461505648
476	0.3459385463
477	0.3456294953
478	0.3452377925
479	0.3448578668
480	0.3444040087
481	0.344201648
482	0.344078942
483	0.3437199063
484	0.3435949295
485	0.3434949602
486	0.3432700142
487	0.343156754
488	0.342510405
489	0.3422254229
490	0.3418301174
491	0.3416834029
492	0.3414289686
493	0.3412819514
494	0.3410363576
495	0.340672054
496	0.3404822577
497	0.340327278
498	0.3402278537
499	0.3398416307
500	0.3396120828
501	0.3390182616
502	0.3388985528
503	0.3385759989
504	0.3384137229
505	0.3381460281
506	0.338005732
507	0.3375632271
508	0.3372347998
509	0.3368790036
510	0.3367370121
511	0.3365631406
512	0.3360262674
513	0.3358193352
514	0.3355986883
515	0.3353678385
516	0.3352208516
517	0.3348954216
518	0.3346369002
519	0.3342319367
520	0.3341021462
521	0.3338135916
522	0.3336791387
523	0.3335246737
524	0.3333037846
525	0.333045354
526	0.3327637022
527	0.3324307033
528	0.3321949792
529	0.3320875622
530	0.3316224416
531	0.3315186273
532	0.3313254705
533	0.3311645568
534	0.3310947721
535	0.3309850541
536	0.3308485727
537	0.3306592911
538	0.3304805756
539	0.3299951099
540	0.3296223898
541	0.3292934176
542	0.3291863638
543	0.3289684114
544	0.3287238469
545	0.3284431639
546	0.3280938769
547	0.3275873699
548	0.3271641807
549	0.3269245208
550	0.3265902807
551	0.3263314262
552	0.3261385418
553	0.3259086003
554	0.3257320949
555	0.3254889836
556	0.3252386063
557	0.3249135699
558	0.3244891091
559	0.3242284381
560	0.3240636795
561	0.3239818149
562	0.3235621679
563	0.3232789418
564	0.323071283
565	0.32286756
566	0.3226206946
567	0.3223402538
568	0.3220660195
569	0.3217993237
570	0.3216075594
571	0.3212876093
572	0.320940714
573	0.320706201
574	0.3203738379
575	0.3200956678
576	0.3199041457
577	0.3196250673
578	0.3194724794
579	0.3192118085
580	0.3189706348
581	0.3186558617
582	0.3184841701
583	0.3182466901
584	0.3179683383
585	0.3177214426
586	0.3174669175
587	0.3170620752
588	0.3167803931
589	0.3166902027
590	0.3164298345
591	0.3160382831
592	0.3159140935
593	0.315708554
594	0.3155100989
595	0.3152673812
596	0.3150447058
597	0.314723908
598	0.3145139785
599	0.31420411
600	0.3138345991
601	0.3136296953
602	0.3134823451
603	0.3133690849
604	0.3132019043
605	0.3130511027
606	0.3128022088
607	0.3126326364
608	0.3125347561
609	0.3123190744
610	0.3121861957
611	0.311951168
612	0.3118377564
613	0.3113745735
614	0.3112239535
615	0.3111161126
616	0.3109634642
617	0.3107540191
618	0.3105135115
619	0.3104392158
620	0.3100825113
621	0.3099319216
622	0.3098827544
623	0.3096611689
624	0.309442611
625	0.3091439747
626	0.3090051621
627	0.308662354
628	0.3085613553
629	0.3083683196
630	0.3080693805
631	0.3077051677
632	0.3074971154
633	0.3072028993
634	0.3069858854
635	0.3066664196
636	0.3065926083
637	0.3062649984
638	0.305889614
639	0.3056525881
640	0.3055595216
641	0.3051487453
642	0.3049771748
643	0.3046705458
644	0.3044741494
645	0.3042311593
646	0.3038997347
647	0.3037281945
648	0.3034508418
649	0.3031784239
650	0.302980756
651	0.3026318323
652	0.3023184216
653	0.3021383134
654	0.3019608997
655	0.3016826085
656	0.3015097664
657	0.3013117654
658	0.3011746482
659	0.3009135231
660	0.3006738935
661	0.3003725627
662	0.2999147385
663	0.2995693873
664	0.2992151654
665	0.2990780785
666	0.2987483191
667	0.2984805334
668	0.2983650631
669	0.2982227386
670	0.297981565
671	0.2976747543
672	0.2975024269
673	0.2971985832
674	0.2969210186
675	0.2966433328
676	0.2963701278
677	0.2961655269
678	0.2960451217
679	0.2956555684
680	0.2955919902
681	0.2951623826
682	0.2949734642
683	0.2947927202
684	0.2944133092
685	0.2942146422
686	0.2941946908
687	0.2939860632
688	0.2937135242
689	0.2935815236
690	0.2933915153
691	0.2931772262
692	0.2929690528
693	0.292576472
694	0.2921475002
695	0.2920421419
696	0.291672086
697	0.2912786575
698	0.291137332
699	0.2908250112
700	0.2905973101
701	0.2902651893
702	0.2900058201
703	0.2897001902
704	0.2896015531
705	0.2893656473
706	0.2893380059
707	0.2891762749
708	0.288850088
709	0.2885236891
710	0.2882948981
711	0.2881021348
712	0.287671952
713	0.2874198187
714	0.2872356839
715	0.2869835808
716	0.2867807964
717	0.2865652962
718	0.2864636315
719	0.2862862178
720	0.2860688406
721	0.285800177
722	0.2855002085
723	0.2851921566
724	0.2849796235
725	0.2845399342
726	0.2842449007
727	0.2840873476
728	0.2839783865
729	0.2837407854
730	0.2833463881
731	0.2829983121
732	0.2829350366
733	0.2826604086
734	0.2821180858
735	0.2820964389
736	0.2818829673
737	0.28168427
738	0.2814585065
739	0.2810808212
740	0.280866078
741	0.2806265695
742	0.2804117657
743	0.2800771017
744	0.2797667488
745	0.2796181876
746	0.2794719272
747	0.279159122
748	0.2789628165
749	0.2786515857
750	0.2785424732
751	0.278291127
752	0.2780686333
753	0.277881259
754	0.2777248564
755	0.2774026053
756	0.2771810501
757	0.2769858648
758	0.2767849877
759	0.2767598591
760	0.276641331
761	0.2764383346
762	0.2761331286
763	0.275930768
764	0.2758614071
765	0.2757195972
766	0.2755950443
767	0.2754314362
768	0.2751252613
769	0.2748623197
770	0.2747632587
771	0.2744810922
772	0.2742140634
773	0.27403998
774	0.2737995027
775	0.2736509414
776	0.2735089499
777	0.2731867593
778	0.2729264819
779	0.272802141
780	0.2726546999
781	0.2723183708
782	0.2721537635
783	0.2721122257
784	0.2719995408
785	0.2719064137
786	0.2718277583
787	0.2715323615
788	0.2713369945
789	0.2712043883
790	0.2709667872
791	0.2708495307
792	0.2705580696
793	0.2702972473
794	0.2702092368
795	0.2701095097
796	0.2700823527
797	0.2699756925
798	0.2699449327
799	0.269690771
800	0.2695665511
801	0.2691384573
802	0.2688128153
803	0.2686450898
804	0.2684037042
805	0.2681922913
806	0.2679502699
807	0.26793489
808	0.2679115477
809	0.2678893861
810	0.2675167871
811	0.2672525436
812	0.2671928103
813	0.2669976855
814	0.2667878469
815	0.2665496705
816	0.2662512461
817	0.2660313864
818	0.2658131917
819	0.2656389872
820	0.2656257266
821	0.2655494327
822	0.2652788011
823	0.2651251536
824	0.2649326627
825	0.2646323916
826	0.2643859197
827	0.2643333919
828	0.2642009675
829	0.2639995757
830	0.2638264005
831	0.2636799282
832	0.2634225876
833	0.263392403
834	0.2629940396
835	0.2627952818
836	0.262673817
837	0.2626149314
838	0.2624371847
839	0.2622358534
840	0.2622217451
841	0.261913784
842	0.2617708539
843	0.2615031288
844	0.2612915645
845	0.2609353444
846	0.260705857
847	0.2603897821
848	0.2601343488
849	0.2598735567
850	0.2596937815
851	0.2596669878
852	0.259442829
853	0.2591773139
854	0.2591602991
855	0.2589945717
856	0.2586091662
857	0.2584157671
858	0.2581896706
859	0.2579466805
860	0.2577688429
861	0.2575151958
862	0.2573362078
863	0.2573039948
864	0.2572876764
865	0.2570740533
866	0.2570008475
867	0.2566924928
868	0.2564372714
869	0.2562320043
870	0.255989983
871	0.2559650966
872	0.2555754223
873	0.2553874727
874	0.2551971617
875	0.254966978
876	0.2549455431
877	0.2547436972
878	0.2544844491
879	0.2541472117
880	0.2539442759
881	0.2537524511
882	0.2535334996
883	0.2532570551
884	0.2531346821
885	0.2529037415
886	0.2526383173
887	0.2523469319
888	0.2520652953
889	0.2518162198
890	0.2518015967
891	0.2516037169
892	0.2513137091
893	0.2510899135
894	0.2508018433
895	0.2505133795
896	0.2504933524
897	0.2504654839
898	0.2503099442
899	0.2502948065
900	0.2500679682
901	0.2500604902
902	0.2498619292
903	0.2495978522
904	0.2494086311
905	0.2490407853
906	0.2488459633
907	0.2486588312
908	0.2485340663
909	0.2483113001
910	0.2479221405
911	0.247682087
912	0.247554446
913	0.24736798
914	0.2471624102
915	0.2468695111
916	0.2465868753
917	0.2465640477
918	0.2463967005
919	0.2461374071
920	0.2459036509
921	0.2458827912
922	0.2456179119
923	0.2454205165
924	0.2451726823
925	0.2449255292
926	0.2448976759
927	0.244651083
928	0.2444097731
929	0.2442171006
930	0.243964604
931	0.243815634
932	0.2436148628
933	0.2434111247
934	0.2431983948
935	0.2430083562
936	0.2429880112
937	0.242747322
938	0.2424481861
939	0.2421403764
940	0.2418804774
941	0.2418691998
942	0.2418552429
943	0.2416304331
944	0.2414802218
945	0.2413031866
946	0.2409897456
947	0.2408136792
948	0.2405714459
949	0.24056035
950	0.2403786069
951	0.2400178455
952	0.239848152
953	0.2395828792
954	0.2392889356
955	0.2390305655
956	0.2387871969
957	0.2387648991
958	0.2385480669
959	0.2383853973
960	0.2380181721
961	0.2377449823
962	0.2375219739
963	0.2373135582
964	0.2370016764
965	0.2366720684
966	0.2364416577
967	0.2361986069
968	0.2360052078
969	0.2358247969
970	0.2356356818
971	0.2353298853
972	0.235316761
973	0.2350304165
974	0.2348715767
975	0.2345505669
976	0.2343244401
977	0.2340604086
978	0.233757897
979	0.2335626209
980	0.2332643025
981	0.2329514519
982	0.2327199966
983	0.2326034061
984	0.2322746761
985	0.2321472925
986	0.2320971716
987	0.2318825495
988	0.2317159138
989	0.2315132656
990	0.2311773603
991	0.2307386247
992	0.2305228824
993	0.2303488595
994	0.2301155272
995	0.2300171322
996	0.2297379176
997	0.2294578098
998	0.2293846948
999	0.2291732667
